Probe1(Oxy),CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47
315,7.00814747995452,21.001635935846146,30.85019656397568,30.6924749602121,20.461621016226886,16.584083975134416,21.175554253151077,23.07020565429081,23.956546923665325,26.46992426671295,31.554425307806333,33.16054701092381,38.313515397638525,45.989599682940295,47.84620610438204,51.420738483537946,52.64294671026677,49.83887605221199,43.00335436036694,35.42282648669135,44.76137139331557,58.194386157745086,52.27917552373707,40.19224949504198,40.80730007900538,42.2520754039274,37.5617723346182,37.86270420331453,38.50071567473334,37.2764015420251,39.751419664227775,41.922893271436315,39.94124872371485,37.13475316874706,38.82067726802967,40.9381913897106,34.38965894607013,22.836172812543268,15.989524579631045,11.072209337315195,13.882272311352892,17.84567956994147,17.094055006766027,15.223001126579149,10.626996030596079,6.024372336211198,-1.297070979849615,-4.702782214997379
316,7.181244425981009,20.873063326913552,29.08514705388927,27.591679785541803,15.109604502349196,10.007872659358426,15.928975344019264,18.6953259959885,20.33233027739443,23.28557581388988,28.33696682987072,30.721921950063763,36.57288789941222,44.11646404332349,46.066767681525135,48.97345098736655,49.807250280154456,47.302740738021726,40.8579011025798,33.62426407260686,43.15098991948161,56.98638420369758,51.30726374263565,39.42157802077299,41.9678639989184,44.543155277722214,42.19049683325011,44.30400967436986,42.82353497299915,40.03190975544748,41.46402031583413,42.82772154024263,39.87531202986889,36.42560471526412,37.88785995106686,39.17730405361276,32.13550872170959,21.129837312084373,14.721543191268976,9.818614456891314,12.483452929775117,17.28734491299098,16.550980502815122,15.213237782568685,11.976873979662212,7.57257908343699,2.6435475780845654,-12.981424795195146
317,6.664683967890502,19.397525761822525,28.56238555519606,28.82524276227369,17.886734363997626,12.936141343649052,17.15371055844029,18.624323398217328,19.414383838383756,22.83170918033996,27.871062618165144,27.127095304549215,30.66986037508778,38.790627983854165,41.480070244894996,44.549282744723214,45.694472207247856,43.329039278152806,36.41723010652709,29.181184484754624,39.05524448710198,52.81033066370161,47.19689034000668,35.78401208565267,38.65357725408547,41.22757432835384,38.86236893478143,41.185342525768554,39.73621051567429,36.99097973937585,38.53823230717533,39.970324681557834,36.96777256732555,33.83013709806739,35.59673867354164,37.51374526654649,30.858411407203725,19.566793753504232,13.244206505958786,7.884608339751448,10.17140857102354,13.118404521164008,10.794773734879556,9.452024245865273,6.266015685978076,-18.958856390539403,-55.078131959648715,-57.314451427562815
318,5.76749934689117,16.85214376040568,24.053352017001103,23.15265489628855,12.594289163034944,8.044313249678229,12.381452281215196,14.023825767181286,15.138269329945519,17.895885684148972,22.915616435090943,22.114192177308865,24.696573844222396,32.953111207689844,36.19726344658578,40.39684178272454,42.59517369183956,39.97671455387158,32.37032737723943,25.162174640642903,35.28418529446248,48.67648947808525,42.884133132355174,31.563814555001787,34.879447457922474,37.805977178248035,37.09899814763081,40.838672810082635,38.651969678926896,35.46480390800383,36.6617075918528,37.632394937080576,33.964044318033146,36.67768037508117,42.49791193193136,51.004199599214694,53.35684335889213,39.50102647609305,30.27395293420099,22.873384842619526,20.652300512413152,20.046965532750416,15.080984927888004,10.457727230660318,4.505604041255974,-0.9678388697099183,-11.98858969385564,-18.466751908110044
319,4.561091874948771,13.777752740951044,19.248435814397638,16.324048009168997,8.40642042101415,6.864730036501724,10.276331020970309,11.36595785460328,12.363493047760798,14.643843812809642,19.091137271204047,17.39528302622228,18.911993516168614,27.159965878797635,30.949472819446235,35.87696682047515,38.53462481043581,35.6112870150023,27.462929733929915,20.411954784656633,30.817826619409594,44.251293255913474,38.60127663402427,27.46217875764588,29.30712175896833,31.38705656894131,24.844907859284266,24.001204327793044,25.472690389272653,25.267650968205803,28.465248260420363,30.466447236961923,27.503947113372075,24.45799911493259,26.06825097678787,27.19854460817398,23.516065807295224,17.774131581101358,0.4834245317651611,-15.427399519439124,-9.052280709733381,-1.5015683817735417,-0.5917923387596291,-1.7915410942805663,-5.160339500935002,-7.23084610938836,-9.332296731586856,-11.524276457973446
320,3.422673220565686,10.661814442717887,15.574124614137277,12.820564521521018,5.096702563887426,3.667886627854559,6.6132970189924105,7.332426580990759,8.326441270882984,10.420739090372571,13.485573208512744,9.727933280036531,10.617370867140272,19.801865561400973,24.608613608524468,29.625226504430454,32.0316375348982,29.535368780085186,21.5780760011494,14.954890336663182,26.468458719460934,40.12441265884917,34.16750748165826,23.388250114254475,27.426337560632085,31.38557781532545,30.186171444996887,33.57711994933379,33.096978172774996,31.318575571108994,33.51987120562808,34.800741336625784,32.32921299528783,29.928009704394604,31.450181043571437,32.991188097112584,26.407078675407277,15.569958406387029,9.493819565912547,3.888843979822443,6.38681845906333,11.375987464919078,11.481213342010683,9.706848777755951,4.6201346276948945,-13.594425311420132,-30.50285339282579,-26.63725174050655
321,6.23273311241903,17.904560396186838,25.375528297398603,25.62200042108258,19.34110950769097,16.818724861750294,19.269307916954233,20.11661774308898,20.290761457487243,23.35935846897305,30.518179698138297,33.42254842142611,37.866778207569126,44.240485335970675,45.244564643463754,47.23315296208579,47.63476303254904,45.19140719337164,38.57355737863865,30.705881876465607,39.7647943447529,53.189520551516495,47.19732484771393,35.11406625303168,37.707609414373536,40.84634968700063,38.849740049867954,41.38620960321501,40.63060018062968,38.459906477143,40.40098683637899,41.84236072446885,39.43154390862338,36.70932143126282,38.70929419105269,41.3012251419698,34.00912493349404,21.464144330574374,13.868748128282338,8.228276264167475,11.950308893328002,18.3947373916701,20.21174455861504,18.550362378273416,12.809152102769048,10.066836842245694,2.584659229728369,-3.953664833694725
322,6.432332170871095,19.40344185526198,28.139623866038495,29.49395317564518,26.419721187608616,25.641915374175813,27.2405299066528,27.300461821731435,26.53326723674762,29.375607853600982,36.81174498101486,40.643551116164986,45.60082683312085,51.087608815906954,51.04406648123114,54.21920558971546,55.420144379972676,51.77381678474331,44.32318335826705,35.48735519159534,43.686157596955425,56.72886915195985,50.751804275300984,38.341266609500884,40.35498802070232,42.813186257705794,40.47095812721635,42.70609449367228,41.632354959431524,39.36185624356559,41.316080928295584,43.18834432693835,40.73677305079805,37.57247279754947,39.46437522868544,41.9983749018161,31.30256415487822,16.26861502168917,5.698872253658488,-1.1515433617465975,5.980303871012394,-2.1062735201013982,-10.433404873389108,-3.463939061672937,-2.8178065755160553,-2.6353789390185214,-0.13672393515706904,3.64742781085089
323,7.78332366609911,21.59956387781758,30.87192059707114,31.93242272149331,22.55822413292592,17.940583503946808,21.47581772775808,23.006319865818355,23.349005277130647,25.910219650965015,33.94726487316563,37.15964187003918,40.54653721593833,46.72219941922209,47.43412332810644,50.46712462805108,51.70430516721769,48.498565581066835,41.030566562309204,32.56129774022893,41.02787322604029,53.740214042393575,47.866028282379744,36.18187656579245,38.58567255631624,41.2223094396673,38.94224889006851,41.34386314487355,40.537410027610896,38.36994635135123,40.23668718528415,41.756922188230966,38.960303604856,36.007039288378216,37.94913167120069,40.32801464107194,33.721502348343535,21.9819014383706,15.011029490043985,10.214357704253345,13.63668390918618,21.430209233402028,23.715538696337653,20.330898988753418,14.23856196241036,7.73186292544071,2.9283534276708814,3.8365465391172013
324,6.79176842067563,19.723751876396882,29.488814760818013,31.24571433204896,21.534642964429125,16.56376796379879,20.447148624031037,22.182779874160744,22.658900566735408,25.598845739306576,34.4339342201651,39.67858200065369,43.92275828205366,48.81442039592441,48.56256279264657,50.88894704994092,51.57241278317116,47.96861375152672,39.763256724054266,30.511262999352095,38.77928442311812,51.07254321962775,45.09548171900439,33.680826363495356,36.20015984590237,38.739953574065,36.43153023631887,39.06154832505441,38.35277225022489,37.84095100817834,41.42583856836268,46.009864450342036,44.659951046993505,39.30891274739067,39.65050262601295,41.3779076282411,34.57796761731635,22.450265104471328,15.662298744292118,10.65728316981194,13.513446458668424,18.222780131772428,18.157108075002334,15.78905310085769,10.476988253405814,6.405778534206143,3.5909676715550294,2.8711450812118295
325,6.059512200175699,17.62399845838516,24.73316641443265,24.24674125107291,18.67085815505502,17.282551320491944,19.987373542852016,20.930508837335303,20.97904188273865,23.329037891197824,29.383069598043242,30.91351688401508,34.251692911982985,40.41821739095782,41.5164785662288,45.33076008133414,46.745859043695425,42.949406295294686,35.067964290962585,26.495437366387254,35.230945277164,47.31371337219598,41.09917119412837,29.887308073332562,32.608017051692414,35.253960709920285,33.11255627813695,35.99708656262011,35.34500289783205,33.50379087653453,35.87959045097751,37.968015389388896,34.80123223651893,31.13318677325914,32.65230257199288,34.922604131507,28.757943061635782,17.70785075443828,11.637129757620821,6.294941707034791,8.556776126608156,12.889462427353564,12.377864910009425,10.217053895060301,5.493548770332385,0.9908473041991455,-2.7006439761856647,-4.332339444654046
326,5.5664888068868645,15.928446459807468,23.58733026376472,23.418222548271952,17.36527628046311,16.069682852543067,18.048097822615357,18.431388447138144,18.271709346543016,20.005668182528872,24.563065807799525,24.316889167238315,27.002112369616185,33.79876628155694,35.62169954171643,38.255455326030905,38.927636501154964,35.744461493447766,28.443247896464033,21.070684085650868,30.570361513686883,43.123667250058155,37.27844880362724,26.30920489757007,29.184920845791186,31.7402029131604,29.43677696974237,32.34126324103843,31.636068342291825,29.995938035944448,32.6773446542365,34.82930433667738,31.577390882690644,27.901782199912834,29.521292774776555,31.65204798368,25.504909469219992,14.872984772558134,8.944524799650178,3.2805651765282913,4.749184329322793,-3.8547116964195602,-4.019238204701557,6.6804373617922215,1.9975559052353407,-1.5666250571895224,-6.67397980760075,-9.472102948886135
327,4.4309462035118115,13.03543386994955,19.17292482455084,18.464013373736318,13.152133399814495,12.087140011825767,13.95817262857258,13.853653189633475,13.43987124802891,15.089725643758921,19.771524265965816,20.059014074869342,22.532491855876412,29.17129360470433,31.282361392811303,33.976118089362394,34.46865475924676,31.079455786169536,23.27182633885529,15.78579217262643,25.78445231578047,38.34784774799275,32.29075509884741,21.616303373904483,25.04923695251299,27.777103997123984,25.6256433247285,28.826454598706853,28.237377316835754,27.239972423373672,31.10433201085055,30.739756730854428,24.78381022862848,22.009209497912106,24.341103712597103,26.88486150964865,21.321632867809722,11.449022692847937,5.830248521570464,0.14720262181932675,2.4098345984813134,-25.936823968337826,-52.49927585004976,-43.04053417026192,-38.096617767606496,-32.23198995409702,-28.787073382546158,-26.098475410146165
328,4.246946120219911,12.216716178612325,17.47345897761369,15.970545813872196,7.886474659834576,5.261099490419584,8.741156041928226,10.266995328234984,11.130660476977113,13.574071132276622,17.7064287716044,18.68671536224478,23.996236434479478,32.09487930346549,34.57351949229529,38.780239008470105,40.54101325101056,38.00612129529013,31.057475102453722,23.247003344034106,32.724327985042315,45.843846046635306,40.24551282476701,28.939316313102825,32.07341713179168,35.66898912855856,33.96662273681416,36.706137620961286,36.282906194822274,36.16904857339421,42.84626891676957,53.035074538792834,53.60330147564792,49.46508197784714,50.17437934864485,45.10940177339796,33.15140485887827,21.111840649232633,14.80409028978298,10.673204693539848,14.326474679218249,20.79264464029242,21.82855454535145,18.46731297790109,12.33191278673723,8.728195369586098,5.814124732513158,4.814114031795004
329,7.42710753869017,20.665723776076184,29.58390525836113,29.73711883116342,23.607445086123736,22.086151784088866,24.490261939646903,25.356224761087134,24.76269986429917,27.073967137759816,34.600497634277744,38.46414339215538,43.16408711611129,48.668503532277185,48.26184537957142,50.921849281468994,51.75109230722107,48.01010864164561,40.48847515288835,31.53847319367219,39.13703473140761,50.78445299507112,44.3479305687215,32.62373065013305,35.488194286008685,38.49599756554984,34.66375066061609,36.15261506084967,36.44111414168081,35.7736609781715,39.353253542475784,42.787835419406214,40.74053736540496,34.67025632748333,34.80934151499695,29.855661041304806,17.448323461347417,10.067946397198966,6.661861785035352,4.496405244080674,10.555457328578571,18.614537242674523,20.508758074980157,18.553892653391795,13.662167685874701,9.391301182200845,6.0979027608795375,-3.9947451944004246
330,8.19342041666159,22.49888773618641,31.74796654381447,34.05970277245878,29.30762270543001,26.776248855286852,28.81091018099756,29.09856705999212,27.816551871088443,29.91284698500702,36.98373671909383,38.68510454223693,42.0847603925701,48.08229288492168,47.837057244604644,49.97051525654377,50.50845222568251,47.181136797021374,39.016204950825276,29.56607614855809,37.52736833157698,49.50224431188323,43.52014908437166,32.1044702924814,33.65574004579445,35.6836837044978,41.33209191702743,49.71144258551721,46.2152379109355,42.674068938385496,44.05045355355244,46.07065054199763,42.87225236232559,38.38048908401862,39.378939947338765,41.6880531895175,35.12562731462777,22.999799003624386,16.42194055966383,11.85054652724708,14.931177437293126,20.84605268839771,21.58382635361704,18.399580907764815,12.732050658119116,8.288914192250335,5.459358766937491,5.531229844624653
331,7.141693327283301,20.508315913850293,29.850681385896817,30.90498579398743,27.00431759757131,26.42749133888985,28.289873620037092,28.5841547560955,27.348005754500157,29.020014066985613,35.10964659421788,38.39741242107272,43.663776031646414,49.0567516999207,48.28926838883995,50.05085787867836,49.82339865475649,45.59114343841447,37.31602597363855,28.049273978757128,36.1899676318219,48.39625012850504,42.59837196421343,31.353446412503942,34.000561710137895,36.385585620924324,33.98104134483475,36.78691675999654,36.347981014931555,35.13363187348861,38.31147108360104,41.78456381709936,39.359013013056895,34.923629257213136,36.257543216278535,38.26612322034592,31.605178659650356,20.620389276884683,14.05350975696398,9.588912665688236,13.448857177097336,20.05039022133022,21.640177665026766,19.825434340746853,14.654523735903814,28.406443613402658,52.175324625400414,56.19414494609171
332,6.783993056274518,19.42818788245973,28.429428200310983,29.13038812184356,21.888616249503315,19.22256666741876,22.59454184063921,23.663590281092553,23.0513825023728,24.82472778896114,28.920216095677112,29.611632571978873,34.7152832882646,41.55160200032487,42.01732531907511,44.54148670684044,45.0268476933144,41.52351254920144,33.5452340321985,24.506078706292005,32.939003425171066,45.362519411763046,39.59049570078962,28.4685379825397,31.350338083442416,33.63453693590149,30.84189478044105,33.70242228248084,33.46878390866289,32.42594876894517,35.88052711433904,39.62199395794218,37.18995761767558,30.357597973807287,29.6193741316777,28.595003112395617,19.761187557157577,10.924135903390335,5.767157619331328,1.831356215960471,6.815211353557363,13.4148951102532,13.533875342263832,11.142253525876015,6.853326467852835,14.854549941285587,17.407079794775857,10.635904877729999
333,6.186052276950109,17.50601972560367,24.541912981478312,24.465316482627028,20.12142935397025,19.357678487868657,21.81147822903408,22.323376294721438,21.390086067649957,22.524917244022166,27.058450026214498,27.423542487062292,31.032217799261346,37.60064256745404,38.20798819380107,40.37462386919738,40.33469193363344,36.52410261727302,28.643754766199937,20.217670410643137,28.89401854745642,41.138747092826655,35.32126419496805,24.42927995558246,28.456104689575042,31.64943964862809,33.143009500689814,39.11069700942731,36.50953851026364,33.786063077371615,36.078962111022754,38.752068165053295,35.36199615479947,30.525057747785965,31.403298736585675,33.23157363753328,28.198776002644287,18.468538123800716,13.112123439778625,8.782994414998093,11.04916279738251,14.145700830198054,1.6653299642108976,-8.822018192165423,-9.071483611187361,-9.044445427564527,-6.013990081824964,-2.868209057450073
334,4.909613443321823,14.582648681703882,21.263071706339392,19.636030175979684,10.61846981921721,7.824055649205407,12.094026122943728,13.700282444202477,13.87574581179591,15.98924203300593,21.321103716780428,20.86536840742724,23.361612390317312,30.744684949512138,32.416583200505244,35.50327873758377,36.109871786112,32.700107409557816,24.75015245272429,16.31190231924735,25.519672426657834,37.9221110493495,31.990816383290035,21.413956444237332,24.965614927131067,27.255835745265916,24.821580631672763,28.218833801364617,27.947768715234787,27.142596930175632,30.684334453348704,34.00015993461267,30.904724134039295,26.353309241524226,27.457713368599176,29.423961591202364,23.78599040928304,13.992828351522592,8.667232340943972,3.3030594806692384,5.911130322677922,10.495619271438741,8.992591227924763,6.1673284287305865,1.0535304178675888,-3.663468256275576,-10.704302668466575,-14.767637290542073
335,4.554699657403324,13.041172379103589,18.109001611968747,15.435702842444009,8.281972913072298,7.024739618973577,10.252254717816408,11.539618047823579,11.789211351530875,13.373765480073649,17.40745776080025,16.582395995242223,19.3860239913352,26.617917536234643,28.47256592868307,33.304283087834634,35.12449853862264,30.58336902781318,21.70502277281535,13.504518362112583,23.343464816658145,36.242303217462066,30.47054996451754,19.831140658470794,23.826531613786322,27.020374421878895,25.022535697871106,28.661101996505668,28.761599720552024,28.199249972108664,32.08216195272434,35.671954438537604,33.7294339875368,30.21989428534834,31.599857007734265,33.808250844353516,27.712373797501225,17.0614464745775,10.940340614340784,5.533041614709786,8.684013762841749,16.445916500181177,17.874570829560067,14.329025393605805,8.575353170107338,22.065895331301256,19.01961295422378,1.9504511097112764
336,6.062775845215181,18.00825515983231,26.871109213396775,27.30812130373688,23.869088668420517,23.954716564407054,25.516907224349808,25.477610609591483,24.046858094378475,25.6003368030847,32.75300566523029,37.912970913626566,43.81515401589678,48.79283275693199,47.36987961095931,48.191203592268515,46.79933371874702,42.56999838287386,35.244907857411945,26.41667980197988,34.55955052775225,47.55139281819865,41.80426417148529,29.62984453406361,32.04232350958664,34.37583796269884,31.828441658411577,34.69965169997894,34.24324995237601,33.26697119094712,36.92044453268748,40.76747802309152,38.8798376981936,34.86034890390644,36.48817353204409,39.66693930696456,28.98922002088422,14.899384944905961,4.0276480652680995,-4.046240442056286,3.9588947217076482,12.723289188459711,10.591982226428666,5.741189681313106,3.547835161998146,1.07844244030538,-0.49710882829270764,14.349697232507365
337,7.269231687866177,21.079585636134347,30.185353376339602,31.320666524165063,26.663191813075933,24.85374387358729,27.24321714053147,28.374636489511616,27.578584109031326,29.16376002078296,35.46395413360435,39.63785258957351,45.82845659632997,50.95850381813387,49.29982746075843,51.152803414043085,50.78412822676062,45.88939827266674,37.18533280893256,27.289655716608255,35.39896337424284,48.567211862917375,42.67133655240229,30.488253832040694,33.010919534028076,34.838097370186304,31.832673571025435,34.64956961368798,34.096726222453526,32.988322276012056,36.717103895195805,41.10041758599682,39.20089063844467,34.71931657742083,35.9494814478591,38.591845152806776,31.903685743162786,18.54066919339911,9.125886559917786,3.1374498813859617,8.866264242848306,40.837805717957295,61.142673530022556,49.49310160231218,35.703333892893994,25.764244345510136,18.220138002657155,12.928437633571766
338,7.42469188576087,21.200190064544493,29.94010959756787,29.61813922868214,22.01437612927428,19.266066089535006,23.023112591306123,24.969714158023606,24.754236544979037,26.53952147337042,33.66630248594043,36.15602463504358,40.24564430487935,46.34583526225081,45.45185370043817,47.73350456217089,47.6332247248113,43.42661832688389,35.70301642941103,26.583502852593483,34.93188839850151,47.957503889624554,42.07729637193708,30.05047623731396,32.69261297240029,34.65300957054618,31.640847527127733,34.43042178270341,33.792323127029945,33.210325659735304,38.78784832326501,49.46664178496887,50.71803840037962,42.952032694821455,41.86115985619537,42.59676154084449,35.37536786960268,24.04788850900195,17.396712074431214,12.210373546408723,15.228162406196134,19.88907939082151,19.200289489813247,16.642303008174476,11.564137696987226,6.174405356509335,-0.28251187565667224,-15.514899411984613
339,6.910029034187876,20.114298507432252,29.482742549721124,30.24947929789102,25.245408700952883,23.820823528686,26.090027761148583,26.614714955435584,25.303175879526318,25.876679175186176,32.296583533434784,35.20306090024384,39.248370021526995,45.02256568046964,43.954018046085196,45.94715596019626,45.77854970042508,41.166850913190366,32.030859994063846,22.263670443172447,31.177158197397265,44.277066018040436,38.374434751564046,26.725046368292602,29.72299801310456,31.93176331984372,28.997010350456627,31.88253780280187,31.398542890366656,31.016428285742105,31.840460616118563,28.34001528550612,23.895861476439364,22.585440370196615,26.115618062994752,30.113135345984944,25.571076740285992,16.62370805457712,11.687170332377917,7.101698891620099,10.639552424675863,18.03832155192667,19.32423994246306,16.24931538368208,10.51096385986029,5.145570800791884,-2.123895870959782,-5.16765508285203
340,6.155108134173037,18.139052795398264,25.706424623181547,25.255891806879298,18.631314274812393,16.262060148407727,19.83685828009992,21.018036988323555,20.289256241650147,21.80180675868419,26.341796809956406,27.463085730645837,32.54516052513578,39.085771246619345,38.6776826231176,40.6317598177163,40.16607266299099,35.6419200083583,27.24743659613811,18.454773749278537,27.705487463417327,40.87585770156961,34.93367279468093,23.46375343145602,26.94321523217213,29.061823495037572,25.771598611697087,28.80313085978274,28.475023642321343,27.58489770040312,31.525228632600708,36.05332030990253,33.80749135736874,29.107501036233433,30.441977397309778,32.16979758954866,26.042868389978203,16.77576170033069,11.439579106506075,5.940649156528023,9.154853511132153,25.125764768233452,31.904760415625248,24.360422143370084,15.527190232936917,7.414820971742946,-1.5933332232388926,-6.844616206177272
341,5.3268179543192735,15.84436193366425,23.5031148940811,22.6218614080204,15.051376455705128,12.80523221133873,16.293586626347338,17.604820052957663,17.04143378496853,17.565192686725585,21.490960579002547,21.607384269126996,25.536238654974714,32.786565407483856,33.22080810507987,35.80762277432304,35.71790259992182,31.32218138540675,23.12244352374208,14.61575859850558,24.054377626999326,37.17189919363904,31.21504449378316,20.00156742449325,23.717535361238596,25.835093281092472,22.540482225267887,25.70797597605352,25.412792780990692,24.42750756822595,28.0913475100731,31.91644033514764,29.30458992862849,24.93897466179611,26.091397015507706,27.91990892741389,22.578377778715684,13.96326246459341,8.863199991559416,2.963531733203137,6.173687578189719,13.64607218340917,18.36903819762032,21.103643674366626,15.584084299126056,7.621680831398846,2.1901498908372887,-1.6394997720557623
342,4.245942645766922,13.05203216084048,19.853694625728725,17.599760798495556,7.881043178576221,5.133804363204149,9.573158884567766,11.587726997277906,11.719237791234065,12.433481630338076,15.5479488415441,13.48702292405927,16.46528611970397,25.02584194968572,26.674865894036422,30.141146867770793,30.38316503120755,25.83567832942162,17.747292163970485,9.887935510824626,19.921505206846685,33.28150695740368,27.427941720642654,16.580550314268766,20.920236844612685,23.61280244359382,20.714523644512674,24.241091094093935,24.120666787234384,23.185915989930972,27.044379092218026,27.318967582975674,22.70551869321246,18.493149951504947,20.132130713633533,30.13327608116907,29.754747327816297,19.093976205017558,12.607778827667055,5.837185283654222,8.386349888708963,14.543277399220699,13.677332561649802,9.062643572443566,2.750507731198631,-3.206245217128699,-8.489125421642981,-10.144193298299175
343,5.893565546464762,17.303426237270216,25.40948370947189,24.160681104737165,14.689892121367752,11.653333745747798,16.62402399870621,19.068485733386645,18.859211983154637,20.732503890024947,27.13979765744355,30.743859445789187,37.35081819869742,44.2837203920905,43.21150850893148,44.294844488146765,42.962003246242084,38.934873959583925,31.882553183654647,23.049104838147567,31.18168676263454,44.23398196263118,38.542483077845326,26.670677649602005,29.795797156260413,32.45508335526848,29.06948240197656,31.540611687418174,31.78373952958285,31.115355931322068,35.034481848044415,39.931284868498466,38.83451110725706,35.37839197671145,37.135260655184304,39.330562669537706,33.172626981935515,22.841003086900972,16.75140136669017,11.670184701587452,14.86971496296437,19.947943979578838,29.933760114936597,35.18411632538739,25.40453790712593,16.28479257684618,7.312644181881272,3.1582422295808206
344,6.771376397465316,20.38718673950586,30.14015375225417,30.73029091463318,24.4006797025914,22.308118364821365,26.183123669920526,27.85001398516752,26.646908393249106,28.381745907031416,35.43874183386829,39.279651907255555,45.55499402315454,51.56210089262879,49.29247702353157,50.177734438737716,49.00219909683726,44.47854660860674,37.162462566168635,27.45951569349105,34.36189290079887,46.90796529487026,41.05029043274294,29.035998081301376,32.30924387838144,34.6537873809849,26.957318668833132,26.47094499208776,28.145388322200844,28.330317974022698,33.00743142966424,38.97544198099196,38.31545374166287,34.28586608662128,36.13482163145844,39.41480474674941,33.89456346742363,23.675811903704265,18.100967355463855,13.424595398173013,16.36774187602037,21.94912848707407,21.27976902714183,18.02716068803516,13.131504425332668,6.134200773172756,0.030075721633834762,-1.5369710946165718
345,7.55411085439536,21.88090556650534,31.43675339131351,32.05716988837971,28.546101000252282,28.2834311481339,30.560538560486744,30.850490170162402,28.720368048648808,29.16772619863906,33.63347469998001,35.41770870626836,41.534572315364585,47.92965484408953,46.13059574436296,47.095636298886774,45.987921130060464,41.67268963787643,34.0893976414933,24.642157138385365,32.08974109657121,44.46340696027648,38.53628544329694,27.122114710924265,30.560737079817898,32.98794976376626,29.885744594159853,32.77057560068958,32.71965045040034,31.52551653538623,35.129945432473875,40.307535884855575,38.95136619626222,34.314379562994326,35.51505764759816,38.12923077385496,32.55196854189827,22.800915814092743,17.829739562467296,13.855151738565228,16.647355637716544,21.208301153378986,20.589836438637363,17.607762880660818,12.053427828952817,5.905846937344976,0.522225656005304,-0.5121350734714281
346,7.412633488535586,21.589712379223442,31.190807101975565,31.629110101098966,27.49571065721515,27.07344317883642,29.65986002860457,30.507084625163444,28.86842038926056,29.327381057492396,35.14055049124574,36.61971840723276,40.940837688827955,46.961943215977115,44.940898620715835,46.54200753521364,45.881139144310495,41.06631173632932,32.741456225289454,23.061739758078183,30.557759951199536,43.18004352023176,37.76474667603159,26.372486074536013,29.50202886710761,31.77863545734766,28.908780981172377,31.749804125449565,31.38757597777478,29.998411340816407,33.39239476500201,38.457698675892416,36.90526315836707,27.245767849175273,25.101209651983556,21.966315765777928,12.134792206223851,7.40603446984793,5.582933650896984,3.1841982142315075,7.928462651800947,13.889439380917848,13.149927481678755,11.33286723313428,7.612461355201242,-34.00215835873063,-49.888012271514,-31.027399811544786
347,7.119839437789219,20.33383293205386,28.19014889926529,27.56304174000808,25.174133095450888,26.13209585415945,27.95643646940995,27.87244203517037,25.9385813751815,26.450629130795463,31.457617629889324,31.640690116408624,35.47181184640419,41.85465171545305,40.482097376690504,41.96723432144966,41.037353867933504,36.47759388339578,28.23641938701829,18.804527129640558,26.58319151119059,39.20947090570855,33.87831363206704,22.833121940991184,26.971316721467034,29.866638784444056,30.946120557332335,36.77812250638669,34.31922238482966,31.422531586393234,33.608207639876305,37.66646922484439,34.99920469977545,29.297290035282092,29.678252344798686,31.003439874308345,24.24495926520782,12.878450458879085,21.190002803969307,27.698691583669685,25.217998295785826,25.415741356024146,20.77750548266204,16.5153297988214,10.028032012750568,3.0690737502219627,-6.45620821466867,-12.198979513131201
348,5.442965959283798,16.605926472218375,24.269556266626196,23.360153216200146,16.180483114979744,14.011377251940859,17.899068259607226,19.36268951637294,18.87475022902828,19.338951542413003,21.863941224136582,20.046922020562423,24.326488054427877,32.21830821114783,32.6021197130421,35.760465350350685,35.95674206453365,31.54179840679518,22.77190576391598,13.666977326370624,22.157404429553562,34.852561622376484,29.55752759165465,18.869514841322573,21.58648667244618,23.34190899630114,17.811907897417594,18.88140692522817,20.271103030921708,20.366711658166015,25.166985588449137,30.821831442377963,29.25321172140084,24.498010825442126,25.288206337468353,26.991826267909875,22.268161707850403,14.01134402627206,9.596917671585507,5.528219060032528,8.411858648236974,10.40484639732683,5.3932040765012665,2.5993499704620646,-0.8667558118569615,-6.358190183101629,-10.185499799310936,-10.818217325472983
349,4.871723955448773,14.783248157553807,20.48396183920097,17.402180644767405,8.963151591478017,6.846901789143534,11.492371316354637,13.745553024034017,14.220570091912691,14.893225123355021,17.455913980999227,15.91987708903801,20.10674324622947,27.885374643160773,28.832057049329375,31.45947174703133,30.630089127952914,26.471049494072197,18.379121967471953,10.73471780387206,19.628118300033343,32.086321711536584,26.8930124465256,16.259406419401046,19.943017100733773,22.274304387167888,20.574088956793993,24.339815992679455,23.470346713206336,22.200207188562786,25.809577244594166,30.083592964241998,27.383235206924308,22.109178809970448,22.507362496913984,24.003544659604763,19.3446617765808,11.238310763039916,6.847503205305393,2.1868261421840227,4.7094947990954825,7.8650807624428225,4.786032712466336,2.30437702388198,-2.2390293660221543,-14.738073681243854,-9.674011875169443,1.8919023282409895
