-0.005721970019	-0.006685476493
-0.009407635302	-0.01337214855
-0.007883100105	-0.006728683367
0.004564870584	0.003256272306
-0.007812313561	-0.008005334335
-0.01047674867	-0.01237621624
-0.0120650847	-0.0121844678
-0.01289380823	-0.01069363835
-0.006311890683	-0.009185635794
-0.01223197524	-0.01208573725
-0.009079059822	-0.004927937649
-0.01259772841	-0.01101061494
-0.02386522794	-0.02681830444
-0.02661474738	-0.02639189066
-0.02386308946	-0.02271269233
-0.01510459456	-0.01539404061
-0.00960403732	-0.01092126159
-0.0188073846	-0.02266332051
-0.01883676884	-0.02355515394
-0.008168358193	-0.01002502599
