,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.455643558502197,0.01862589232443157,0.34424052238464353,0.0014649090001107334,1,{'C': 1},0.430222602739726,0.4051391862955032,0.40599571734475376,0.4055674518201285,0.4145610278372591,0.41229719720747404,0.009619566874560455,4
1,2.39759783744812,0.023901701943299835,0.3329819679260254,0.001332194029062082,10,{'C': 10},0.4208047945205479,0.4055674518201285,0.4132762312633833,0.4132762312633833,0.4265524625267666,0.41589543427884196,0.00718417343331542,3
2,2.7019145011901857,0.06800598447260288,0.3249361038208008,0.004158716707746384,100,{'C': 100},0.464041095890411,0.44796573875803,0.44539614561027835,0.4556745182012848,0.45096359743040687,0.45280821917808217,0.006575473669780951,2
3,3.9693994998931883,0.2147612974470234,0.32119026184082033,0.0067774674498059856,1000,{'C': 1000},0.492722602739726,0.47922912205567453,0.47751605995717344,0.49207708779443254,0.48222698072805137,0.4847543706550116,0.006425326801737886,1
