Wall time,Step,Value
1629837281.2681723,0,3.413574457168579
1629837323.2431073,1,3.135803461074829
1629837365.2238133,2,2.8287899494171143
1629837407.199524,3,2.480642557144165
1629837449.1687438,4,2.187211036682129
1629837491.155396,5,1.9597530364990234
1629837533.1467955,6,1.797563910484314
1629837575.1601055,7,1.6932648420333862
1629837617.119768,8,1.6257392168045044
1629837659.1760397,9,1.5811258554458618
